index	position	strand	transcript_length	winner	feature	term_start	term_end	mfe	summary	GeneStart	GeneEnd	GeneLength	GeneLengthWithUTR	url_for_image
antisense_367	748270	+	719	RNA	RhoDep	748829.0	748907.0	-12.1143	[['motif_0', 30, 9.08e-06]]	748270.0	749057.0	788.0	788.0	antisense_367_ss.jpg
antisense_368	748989	+	888	COD	RhoDep	749597.0	749675.0	NA	[['motif_0', 30, 0.000363]]	748989.0	749825.0	837.0	837.0	
antisense_371	768106	+	364	RNA	NA	NA	NA	-3.8357099999999997	[['motif_0', 29, 0.000991]]	768255.0	768332.0	78.0	227.0	antisense_371_ss.jpg
antisense_377	774783	+	888	COD	RhoDep	775660.0	775738.0	NA	NA	774783.0	775888.0	1106.0	1106.0	
antisense_379	777826	+	419	COD	RhoDep	778187.0	778265.0	NA	[['motif_0', 29, 0.000537]]	778131.0	778415.0	285.0	590.0	
antisense_380	778245	+	888	COD	RhoDep	778876.0	778954.0	NA	NA	778248.0	779104.0	857.0	860.0	
antisense_381	781185	+	888	RNA	NA	NA	NA	-11.9243	NA	781987.0	782037.0	51.0	853.0	antisense_381_ss.jpg
antisense_382	782483	+	888	COD	RhoDep	783094.0	783172.0	NA	[['motif_0', 10, 0.0032600000000000003]]	782487.0	783322.0	836.0	840.0	
antisense_383	785376	+	888	RNA	RhoDepWithHP	785410.0	785610.0	-2.36714	[['motif_0', 7, 0.0032600000000000003]]	785376.0	785610.0	235.0	235.0	antisense_383_ss.jpg
antisense_384	786269	+	207	RNA	NA	NA	NA	-0.35	[['motif_0', 29, 2.27e-05]]	786274.0	786297.0	24.0	29.0	antisense_384_ss.jpg
antisense_385	786476	+	135	RNA	NA	NA	NA	-1.2857100000000001	[['motif_0', 30, 0.00435]]	786564.0	786602.0	39.0	127.0	antisense_385_ss.jpg
antisense_386	786611	+	888	RNA	NA	NA	NA	-4.07857	[['motif_0', 28, 1.83e-05]]	786884.0	786952.0	69.0	342.0	antisense_386_ss.jpg
antisense_387	791389	+	543	RNA	NA	NA	NA	-0.528571	[['motif_0', 28, 0.0014], ['motif_3', 11, 2.29e-06]]	791402.0	791437.0	36.0	49.0	antisense_387_ss.jpg
antisense_388	791932	+	888	COD	NA	NA	NA	NA	NA	792099.0	792797.0	699.0	866.0	
antisense_390	795285	+	793	RNA	RhoDep	795726.0	795804.0	-8.807139999999999	[['motif_0', 29, 0.00021]]	795637.0	795954.0	318.0	670.0	antisense_390_ss.jpg
antisense_391	796078	+	251	RNA	NA	NA	NA	-0.357143	[['motif_0', 30, 0.0014]]	796137.0	796166.0	30.0	89.0	antisense_391_ss.jpg
antisense_392	796329	+	354	COD	NA	NA	NA	NA	[['motif_0', 31, 0.000779]]	796420.0	796665.0	246.0	337.0	
antisense_393	796683	+	495	RNA	NA	NA	NA	-1.10714	[['motif_0', 32, 0.00477]]	796758.0	796781.0	24.0	99.0	antisense_393_ss.jpg
antisense_395	797178	+	888	RNA	RhoDep	798052.0	798130.0	-13.8357	[['motif_0', 29, 0.000609]]	797194.0	798280.0	1087.0	1103.0	antisense_395_ss.jpg
antisense_396	807733	+	558	RNA	NA	NA	NA	-5.59286	NA	808117.0	808164.0	48.0	432.0	antisense_396_ss.jpg
antisense_397	808291	+	65	COD	NA	NA	NA	NA	NA	808311.0	808352.0	42.0	62.0	
antisense_398	808356	+	260	RNA	NA	NA	NA	-1.51429	NA	808450.0	808479.0	30.0	124.0	antisense_398_ss.jpg
antisense_399	808616	+	416	RNA	Intrinsic	808831.0	808849.0	-1.8	[['motif_0', 30, 0.00041500000000000006]]	808635.0	808849.0	215.0	234.0	antisense_399_ss.jpg
antisense_400	809032	+	888	RNA	NA	NA	NA	-8.25	NA	809666.0	809725.0	60.0	694.0	antisense_400_ss.jpg
antisense_401	819897	+	833	COD	NA	NA	NA	NA	[['motif_0', 28, 2.28e-06]]	819897.0	820620.0	724.0	724.0	
antisense_402	822710	+	282	RNA	NA	NA	NA	-1.9357099999999998	[['motif_0', 30, 9.85e-05]]	822941.0	822955.0	15.0	246.0	antisense_402_ss.jpg
antisense_403	822992	+	888	RNA	Intrinsic	823278.0	823293.0	-3.03571	[['motif_0', 31, 2.27e-05]]	822992.0	823293.0	302.0	302.0	antisense_403_ss.jpg
antisense_404	824720	+	287	COD	RhoDep	824815.0	824893.0	NA	[['motif_0', 31, 0.000135]]	824745.0	825043.0	299.0	324.0	
antisense_405	825007	+	888	RNA	RhoDep	825626.0	825704.0	-11.4357	NA	825278.0	825854.0	577.0	848.0	antisense_405_ss.jpg
antisense_406	827096	+	888	RNA	NA	NA	NA	-9.4	[['motif_0', 29, 0.00125]]	827892.0	827921.0	30.0	826.0	antisense_406_ss.jpg
antisense_407	831257	+	441	RNA	RhoDep	831483.0	831561.0	-5.41429	[['motif_0', 8, 0.00175]]	831265.0	831711.0	447.0	455.0	antisense_407_ss.jpg
antisense_408	831698	+	888	COD	RhoDep	832134.0	832212.0	NA	[['motif_0', 29, 3.41e-05]]	831720.0	832362.0	643.0	665.0	
antisense_409	833478	+	888	RNA	RhoDep	833921.0	833999.0	-6.67143	[['motif_0', 29, 0.00195], ['motif_3', 15, 6.04e-06]]	833519.0	834149.0	631.0	672.0	antisense_409_ss.jpg
antisense_410	835685	+	564	RNA	Intrinsic	836112.0	836129.0	-5.89286	[['motif_3', 1, 3.34e-07]]	835700.0	836129.0	430.0	445.0	antisense_410_ss.jpg
antisense_411	836249	+	118	COD	RhoDep	836266.0	836344.0	NA	NA	836254.0	836494.0	241.0	246.0	
antisense_412	836367	+	100	COD	NA	NA	NA	NA	[['motif_0', 29, 8.37e-05]]	836368.0	836385.0	18.0	19.0	
antisense_413	836467	+	888	RNA	NA	NA	NA	-11.85	[['motif_0', 31, 0.00396]]	836467.0	837343.0	877.0	877.0	antisense_413_ss.jpg
antisense_414	838922	+	888	COD	RhoDep	839503.0	839581.0	NA	NA	839057.0	839731.0	675.0	810.0	
antisense_417	843776	+	888	RNA	NA	NA	NA	-9.64286	[['motif_0', 29, 0.000991]]	843928.0	844663.0	736.0	888.0	antisense_417_ss.jpg
antisense_420	855239	+	551	COD	RhoDep	855458.0	855536.0	NA	[['motif_0', 28, 0.00624]]	855281.0	855686.0	406.0	448.0	
antisense_421	855790	+	399	RNA	Intrinsic	856128.0	856147.0	-4.15714	[['motif_0', 29, 0.0014]]	855951.0	856147.0	197.0	358.0	antisense_421_ss.jpg
antisense_422	856189	+	873	RNA	NA	NA	NA	-8.61929	[['motif_0', 30, 0.0006889999999999999]]	856962.0	857012.0	51.0	824.0	antisense_422_ss.jpg
antisense_423	857062	+	888	COD	RhoDep	857700.0	857778.0	NA	[['motif_0', 29, 1.83e-05]]	857117.0	857928.0	812.0	867.0	
antisense_425	869671	+	888	RNA	RhoDep	869924.0	870002.0	-5.14286	NA	869671.0	870152.0	482.0	482.0	antisense_425_ss.jpg
antisense_430	878375	+	128	RNA	Intrinsic	878382.0	878405.0	-0.9714290000000001	[['motif_0', 29, 2.7899999999999997e-05]]	878382.0	878405.0	24.0	31.0	antisense_430_ss.jpg
antisense_431	878503	+	271	RNA	RhoDep	878661.0	878739.0	-4.5214300000000005	NA	878504.0	878889.0	386.0	387.0	antisense_431_ss.jpg
antisense_432	878774	+	844	RNA	RhoDep	879003.0	879081.0	-3.76214	NA	878774.0	879231.0	458.0	458.0	antisense_432_ss.jpg
antisense_433	881374	+	888	RNA	Intrinsic	881708.0	881720.0	-5.17857	NA	881380.0	881720.0	341.0	347.0	antisense_433_ss.jpg
antisense_434	882524	+	212	RNA	RhoDep	882702.0	882780.0	-4.25	[['motif_0', 30, 0.000277]]	882546.0	882930.0	385.0	407.0	antisense_434_ss.jpg
antisense_435	882736	+	888	RNA	RhoDep	883575.0	883653.0	-11.6357	[['motif_0', 29, 8.37e-05]]	882737.0	883803.0	1067.0	1068.0	antisense_435_ss.jpg
antisense_436	883823	+	888	RNA	RhoDep	884557.0	884635.0	-11.2929	NA	883823.0	884785.0	963.0	963.0	antisense_436_ss.jpg
antisense_437	885500	+	152	RNA	RhoDep	885638.0	885716.0	-3.30714	[['motif_0', 28, 7.05e-06]]	885554.0	885866.0	313.0	367.0	antisense_437_ss.jpg
antisense_438	885652	+	888	RNA	RhoDep	886290.0	886368.0	-8.56429	[['motif_0', 29, 0.000472]]	886141.0	886518.0	378.0	867.0	antisense_438_ss.jpg
antisense_439	887093	+	888	RNA	RhoDepWithHP	887116.0	887241.0	-1.19286	[['motif_0', 29, 0.0008789999999999999]]	887094.0	887241.0	148.0	149.0	antisense_439_ss.jpg
antisense_440	888985	+	888	RNA	RhoDep	889587.0	889665.0	-9.42143	[['motif_0', 29, 4.11e-06]]	889311.0	889815.0	505.0	831.0	antisense_440_ss.jpg
antisense_445	900570	+	503	COD	RhoDep	900952.0	901030.0	NA	[['motif_0', 28, 0.00041500000000000006]]	900571.0	901180.0	610.0	611.0	
antisense_446	901073	+	888	RNA	RhoDep	901482.0	901560.0	-6.63571	[['motif_0', 18, 0.00125]]	901130.0	901710.0	581.0	638.0	antisense_446_ss.jpg
antisense_447	904351	+	888	COD	RhoDep	905066.0	905144.0	NA	[['motif_0', 28, 8.37e-05]]	904357.0	905294.0	938.0	944.0	
antisense_463	928070	+	888	RNA	RhoDep	928931.0	929009.0	-12.5929	[['motif_0', 29, 0.0032600000000000003]]	928888.0	929159.0	272.0	1090.0	antisense_463_ss.jpg
antisense_464	930467	+	888	RNA	NA	NA	NA	-8.77857	NA	931131.0	931154.0	24.0	688.0	antisense_464_ss.jpg
antisense_466	935340	+	888	RNA	RhoDep	936117.0	936195.0	-10.2857	[['motif_0', 30, 0.00157]]	935586.0	936345.0	760.0	1006.0	antisense_466_ss.jpg
antisense_469	940021	+	849	RNA	RhoDep	940152.0	940230.0	-3.27429	NA	940030.0	940380.0	351.0	360.0	antisense_469_ss.jpg
antisense_470	942897	+	883	RNA	NA	NA	NA	-7.664289999999999	[['motif_0', 31, 4.970000000000001e-05]]	943483.0	943527.0	45.0	631.0	antisense_470_ss.jpg
antisense_471	943780	+	727	RNA	RhoDep	944019.0	944097.0	-4.82857	[['motif_0', 29, 4.970000000000001e-05]]	943918.0	944247.0	330.0	468.0	antisense_471_ss.jpg
antisense_472	944507	+	163	RNA	NA	NA	NA	-0.492857	[['motif_0', 28, 0.00195]]	944525.0	944575.0	51.0	69.0	antisense_472_ss.jpg
antisense_473	944670	+	888	COD	RhoDep	945171.0	945249.0	NA	NA	944741.0	945399.0	659.0	730.0	
antisense_474	946242	+	810	RNA	NA	NA	NA	-8.16429	[['motif_0', 17, 0.00175]]	946242.0	947045.0	804.0	804.0	antisense_474_ss.jpg
antisense_475	947052	+	888	RNA	NA	NA	NA	-9.75	[['motif_0', 29, 0.0006889999999999999]]	947819.0	947887.0	69.0	836.0	antisense_475_ss.jpg
antisense_477	951390	+	888	RNA	RhoDep	951794.0	951872.0	-5.3	[['motif_0', 28, 0.000135]]	951759.0	952022.0	264.0	633.0	antisense_477_ss.jpg
antisense_478	953508	+	888	RNA	RhoDep	954234.0	954312.0	-9.614289999999999	NA	953511.0	954462.0	952.0	955.0	antisense_478_ss.jpg
antisense_479	955328	+	656	RNA	RhoDep	955790.0	955868.0	-6.386430000000001	[['motif_0', 32, 0.0014]]	955776.0	956018.0	243.0	691.0	antisense_479_ss.jpg
antisense_480	955984	+	888	COD	RhoDep	956776.0	956854.0	NA	[['motif_0', 29, 0.000472]]	956021.0	957004.0	984.0	1021.0	
antisense_481	963318	+	888	COD	RhoDep	963795.0	963873.0	NA	NA	963466.0	964023.0	558.0	706.0	
antisense_482	967207	+	888	RNA	NA	NA	NA	-10.2071	[['motif_0', 29, 2.7899999999999997e-05]]	967207.0	968087.0	881.0	881.0	antisense_482_ss.jpg
antisense_483	968655	+	888	RNA	NA	NA	NA	-10.7229	NA	969385.0	969420.0	36.0	766.0	antisense_483_ss.jpg
antisense_488	975230	+	888	RNA	RhoDep	975695.0	975773.0	-7.985710000000001	NA	975230.0	975923.0	694.0	694.0	antisense_488_ss.jpg
antisense_489	988347	+	888	RNA	RhoDep	988856.0	988934.0	-6.54286	NA	988784.0	989084.0	301.0	738.0	antisense_489_ss.jpg
antisense_490	990789	+	888	RNA	NA	NA	NA	-10.1929	NA	990848.0	991616.0	769.0	828.0	antisense_490_ss.jpg
antisense_491	993974	+	86	RNA	NA	NA	NA	-0.43571400000000005	[['motif_0', 29, 1.67e-06]]	994043.0	994054.0	12.0	81.0	antisense_491_ss.jpg
antisense_492	994060	+	454	RNA	NA	NA	NA	-1.19286	[['motif_0', 29, 0.000609]]	994145.0	994159.0	15.0	100.0	antisense_492_ss.jpg
antisense_493	994514	+	888	RNA	NA	NA	NA	-9.07286	[['motif_0', 29, 0.00175]]	994518.0	995369.0	852.0	856.0	antisense_493_ss.jpg
antisense_502	1011245	+	885	RNA	RhoDep	1011853.0	1011931.0	-9.264289999999999	[['motif_0', 30, 0.00267]]	1011656.0	1012081.0	426.0	837.0	antisense_502_ss.jpg
antisense_508	1017211	+	888	RNA	Intrinsic	1018076.0	1018092.0	-8.707139999999999	[['motif_0', 29, 0.00125]]	1017213.0	1018092.0	880.0	882.0	antisense_508_ss.jpg
antisense_509	1018917	+	888	RNA	RhoDep	1019629.0	1019707.0	-12.1071	[['motif_0', 28, 0.000537]]	1019555.0	1019857.0	303.0	941.0	antisense_509_ss.jpg
antisense_510	1025280	+	888	RNA	NA	NA	NA	-6.9785699999999995	NA	1025284.0	1025998.0	715.0	719.0	antisense_510_ss.jpg
antisense_511	1027689	+	888	RNA	NA	NA	NA	-4.1142900000000004	[['motif_0', 30, 0.00125]]	1028071.0	1028133.0	63.0	445.0	antisense_511_ss.jpg
antisense_514	1032746	+	763	RNA	RhoDep	1033229.0	1033307.0	-8.99286	[['motif_0', 28, 0.000609]]	1033117.0	1033457.0	341.0	712.0	antisense_514_ss.jpg
antisense_534	1046414	+	888	RNA	NA	NA	NA	-7.2	NA	1047079.0	1047132.0	54.0	719.0	antisense_534_ss.jpg
antisense_536	1049271	+	416	RNA	NA	NA	NA	-4.7	[['motif_0', 18, 0.0032600000000000003]]	1049468.0	1049617.0	150.0	347.0	antisense_536_ss.jpg
antisense_537	1049687	+	888	RNA	NA	NA	NA	-10.3793	[['motif_0', 5, 0.0006889999999999999]]	1049688.0	1050574.0	887.0	888.0	antisense_537_ss.jpg
antisense_539	1052071	+	716	RNA	NA	NA	NA	-0.28571399999999997	NA	1052076.0	1052102.0	27.0	32.0	antisense_539_ss.jpg
antisense_540	1052787	+	71	COD	NA	NA	NA	NA	[['motif_0', 28, 0.00435]]	1052810.0	1052842.0	33.0	56.0	
antisense_541	1052858	+	888	RNA	RhoDep	1053314.0	1053392.0	-7.32143	[['motif_1', 3, 7.16e-10]]	1053208.0	1053542.0	335.0	685.0	antisense_541_ss.jpg
antisense_542	1054555	+	888	RNA	NA	NA	NA	-6.17143	[['motif_0', 28, 0.00021]]	1054994.0	1055032.0	39.0	478.0	antisense_542_ss.jpg
antisense_543	1058877	+	888	RNA	NA	NA	NA	-7.592860000000001	NA	1059596.0	1059625.0	30.0	749.0	antisense_543_ss.jpg
antisense_544	1061310	+	385	RNA	RhoDep	1061637.0	1061715.0	-6.4785699999999995	[['motif_0', 29, 0.000135]]	1061577.0	1061865.0	289.0	556.0	antisense_544_ss.jpg
antisense_545	1061695	+	888	RNA	RhoDep	1062446.0	1062524.0	-9.67857	[['motif_0', 31, 0.000537]]	1062314.0	1062674.0	361.0	980.0	antisense_545_ss.jpg
antisense_546	1062721	+	888	COD	RhoDep	1062877.0	1062955.0	NA	[['motif_0', 30, 0.000609]]	1062724.0	1063105.0	382.0	385.0	
antisense_557	1082972	+	888	RNA	RhoDep	1083589.0	1083667.0	-8.77857	[['motif_0', 30, 0.0008789999999999999]]	1083307.0	1083817.0	511.0	846.0	antisense_557_ss.jpg
antisense_558	1089367	+	284	COD	RhoDep	1089638.0	1089716.0	NA	NA	1089367.0	1089866.0	500.0	500.0	
antisense_559	1089651	+	317	COD	NA	NA	NA	NA	[['motif_0', 29, 5.9499999999999996e-05]]	1089820.0	1089885.0	66.0	235.0	
antisense_563	1096902	+	888	RNA	RhoDep	1097610.0	1097688.0	-10.7786	[['motif_0', 28, 0.00011499999999999999]]	1097315.0	1097838.0	524.0	937.0	antisense_563_ss.jpg
antisense_564	1100758	+	888	RNA	RhoDepWithHP	1101435.0	1101591.0	-13.6571	[['motif_0', 29, 0.0006889999999999999]]	1100759.0	1101591.0	833.0	834.0	antisense_564_ss.jpg
antisense_565	1104396	+	888	RNA	RhoDep	1105027.0	1105105.0	-10.0929	[['motif_0', 29, 1.2e-07]]	1105007.0	1105255.0	249.0	860.0	antisense_565_ss.jpg
antisense_566	1107967	+	888	COD	RhoDep	1108669.0	1108747.0	NA	NA	1108031.0	1108897.0	867.0	931.0	
antisense_567	1114412	+	888	RNA	RhoDep	1114969.0	1115047.0	-9.43571	[['motif_0', 29, 0.00021]]	1114575.0	1115197.0	623.0	786.0	antisense_567_ss.jpg
antisense_568	1115587	+	38	RNA	NA	NA	NA	0.0	NA	1115590.0	1115598.0	9.0	12.0	antisense_568_ss.jpg
antisense_569	1115625	+	754	RNA	NA	NA	NA	-6.08571	NA	1115625.0	1116377.0	753.0	753.0	antisense_569_ss.jpg
antisense_570	1116379	+	147	RNA	NA	NA	NA	-0.607143	NA	1116380.0	1116433.0	54.0	55.0	antisense_570_ss.jpg
antisense_571	1116526	+	888	RNA	NA	NA	NA	-9.82857	[['motif_0', 28, 0.0006889999999999999]]	1116526.0	1117360.0	835.0	835.0	antisense_571_ss.jpg
antisense_572	1121004	+	573	RNA	NA	NA	NA	-5.25	[['motif_0', 19, 0.00041500000000000006]]	1121535.0	1121576.0	42.0	573.0	antisense_572_ss.jpg
antisense_574	1126057	+	888	RNA	RhoDep	1126384.0	1126462.0	-5.69643	[['motif_0', 29, 0.00157]]	1126238.0	1126612.0	375.0	556.0	antisense_574_ss.jpg
antisense_575	1136624	+	707	RNA	RhoDep	1136973.0	1137051.0	-6.21429	[['motif_0', 28, 0.00125]]	1136812.0	1137201.0	390.0	578.0	antisense_575_ss.jpg
antisense_576	1137331	+	888	RNA	RhoDep	1137549.0	1137627.0	-6.17143	[['motif_0', 29, 0.000157]]	1137486.0	1137777.0	292.0	447.0	antisense_576_ss.jpg
antisense_577	1138581	+	289	RNA	NA	NA	NA	-0.214286	[['motif_0', 29, 0.000182]]	1138616.0	1138645.0	30.0	65.0	antisense_577_ss.jpg
antisense_580	1147149	+	116	RNA	NA	NA	NA	-0.985714	[['motif_0', 29, 0.000135]]	1147235.0	1147258.0	24.0	110.0	antisense_580_ss.jpg
antisense_581	1147265	+	888	RNA	RhoDep	1147977.0	1148055.0	-11.0429	[['motif_0', 30, 3.41e-05]]	1147265.0	1148205.0	941.0	941.0	antisense_581_ss.jpg
antisense_582	1149986	+	218	RNA	Intrinsic	1150096.0	1150108.0	-1.12857	[['motif_0', 15, 0.00295]]	1150085.0	1150108.0	24.0	123.0	antisense_582_ss.jpg
antisense_583	1150204	+	601	RNA	NA	NA	NA	-4.28571	[['motif_0', 30, 0.000779]]	1150533.0	1150583.0	51.0	380.0	antisense_583_ss.jpg
antisense_586	1155733	+	888	RNA	RhoDep	1156242.0	1156320.0	-7.06429	NA	1155749.0	1156470.0	722.0	738.0	antisense_586_ss.jpg
antisense_595	1175523	+	888	RNA	RhoDep	1175992.0	1176070.0	-7.278569999999999	[['motif_0', 29, 0.0014]]	1175810.0	1176220.0	411.0	698.0	antisense_595_ss.jpg
antisense_596	1176894	+	869	RNA	NA	NA	NA	-9.692860000000001	[['motif_0', 29, 0.0032600000000000003]]	1176895.0	1177609.0	715.0	716.0	antisense_596_ss.jpg
antisense_605	1204663	+	888	RNA	RhoDepWithHP	1205182.0	1205369.0	-8.55	[['motif_0', 29, 0.0014], ['motif_3', 6, 3.08e-07]]	1204890.0	1205369.0	480.0	707.0	antisense_605_ss.jpg
antisense_606	1206304	+	888	RNA	RhoDep	1206773.0	1206851.0	-7.68571	NA	1206598.0	1207001.0	404.0	698.0	antisense_606_ss.jpg
antisense_607	1214953	+	578	RNA	RhoDep	1215338.0	1215416.0	-7.06429	[['motif_0', 29, 0.000537], ['motif_3', 3, 3.86e-06]]	1215048.0	1215566.0	519.0	614.0	antisense_607_ss.jpg
antisense_610	1221331	+	888	COD	RhoDep	1222018.0	1222096.0	NA	[['motif_0', 29, 0.00031800000000000003]]	1221359.0	1222246.0	888.0	916.0	
antisense_611	1225401	+	497	RNA	NA	NA	NA	-6.3857099999999996	NA	1225401.0	1225872.0	472.0	472.0	antisense_611_ss.jpg
antisense_619	1236663	+	736	RNA	RhoDep	1237067.0	1237145.0	-6.37857	[['motif_0', 24, 0.00295]]	1236708.0	1237295.0	588.0	633.0	antisense_619_ss.jpg
antisense_623	1245132	+	888	COD	RhoDep	1245635.0	1245713.0	NA	[['motif_0', 29, 0.000537]]	1245197.0	1245863.0	667.0	732.0	
antisense_634	1253474	+	888	RNA	NA	NA	NA	-3.0857099999999997	[['motif_4', 12, 4.0999999999999995e-09]]	1253535.0	1253687.0	153.0	214.0	antisense_634_ss.jpg
antisense_635	1258579	+	888	RNA	RhoDep	1259459.0	1259537.0	-14.6571	[['motif_0', 29, 0.000991]]	1258580.0	1259687.0	1108.0	1109.0	antisense_635_ss.jpg
antisense_636	1261328	+	794	RNA	RhoDep	1261423.0	1261501.0	-4.92857	[['motif_0', 29, 0.00175]]	1261389.0	1261651.0	263.0	324.0	antisense_636_ss.jpg
antisense_637	1262122	+	888	RNA	RhoDep	1262877.0	1262955.0	-14.3071	[['motif_0', 31, 0.00041500000000000006]]	1262124.0	1263105.0	982.0	984.0	antisense_637_ss.jpg
antisense_638	1265353	+	888	RNA	NA	NA	NA	-9.792860000000001	[['motif_0', 29, 0.000363]]	1266207.0	1266236.0	30.0	884.0	antisense_638_ss.jpg
antisense_644	1272615	+	48	RNA	NA	NA	NA	-0.0785714	NA	1272644.0	1272658.0	15.0	44.0	antisense_644_ss.jpg
antisense_646	1272663	+	888	RNA	NA	NA	NA	-2.6428599999999998	NA	1272697.0	1272786.0	90.0	124.0	antisense_646_ss.jpg
antisense_650	1284405	+	736	RNA	RhoDep	1284871.0	1284949.0	-7.67	[['motif_0', 28, 0.0014]]	1284408.0	1285099.0	692.0	695.0	antisense_650_ss.jpg
antisense_651	1285141	+	888	RNA	Intrinsic	1285995.0	1286005.0	-11.9429	[['motif_0', 28, 1.1599999999999999e-05]]	1285502.0	1286005.0	504.0	865.0	antisense_651_ss.jpg
antisense_652	1287281	+	888	RNA	RhoDep	1287680.0	1287758.0	-5.87857	[['motif_0', 29, 0.000537]]	1287281.0	1287908.0	628.0	628.0	antisense_652_ss.jpg
antisense_664	1309741	+	398	RNA	NA	NA	NA	-2.0	NA	1309912.0	1309938.0	27.0	198.0	antisense_664_ss.jpg
antisense_672	1324293	+	888	RNA	RhoDep	1324692.0	1324770.0	-8.37857	NA	1324390.0	1324920.0	531.0	628.0	antisense_672_ss.jpg
antisense_673	1332634	+	195	RNA	NA	NA	NA	-0.3	NA	1332639.0	1332659.0	21.0	26.0	antisense_673_ss.jpg
antisense_674	1332829	+	75	RNA	NA	NA	NA	-0.307143	[['motif_0', 30, 0.00175]]	1332834.0	1332863.0	30.0	35.0	antisense_674_ss.jpg
antisense_675	1332904	+	418	RNA	NA	NA	NA	-0.478571	[['motif_0', 29, 0.000242]]	1332917.0	1332979.0	63.0	76.0	antisense_675_ss.jpg
antisense_676	1333322	+	888	RNA	NA	NA	NA	-9.00714	NA	1334104.0	1334148.0	45.0	827.0	antisense_676_ss.jpg
antisense_677	1342411	+	888	RNA	NA	NA	NA	-10.5071	[['motif_0', 29, 2.27e-05]]	1342411.0	1343298.0	888.0	888.0	antisense_677_ss.jpg
antisense_680	1344173	+	888	RNA	RhoDep	1344677.0	1344755.0	-9.31429	[['motif_0', 29, 0.000991]]	1344627.0	1344905.0	279.0	733.0	antisense_680_ss.jpg
antisense_678	1350020	+	880	RNA	RhoDep	1350382.0	1350460.0	-7.1	[['motif_0', 30, 1.2e-06]]	1350246.0	1350610.0	365.0	591.0	antisense_678_ss.jpg
antisense_679	1350900	+	888	RNA	NA	NA	NA	-9.14286	[['motif_0', 30, 0.0024100000000000002]]	1350900.0	1351787.0	888.0	888.0	antisense_679_ss.jpg
antisense_681	1352887	+	888	RNA	RhoDep	1353423.0	1353501.0	-9.67857	[['motif_0', 29, 0.000135]]	1352978.0	1353651.0	674.0	765.0	antisense_681_ss.jpg
antisense_682	1354538	+	138	RNA	NA	NA	NA	-0.321429	NA	1354610.0	1354624.0	15.0	87.0	antisense_682_ss.jpg
antisense_683	1354676	+	132	RNA	NA	NA	NA	-0.385714	[['motif_0', 29, 0.00011499999999999999]]	1354748.0	1354771.0	24.0	96.0	antisense_683_ss.jpg
antisense_684	1354808	+	888	RNA	Intrinsic	1355308.0	1355328.0	-5.12857	[['motif_0', 24, 4.970000000000001e-05]]	1354808.0	1355328.0	521.0	521.0	antisense_684_ss.jpg
antisense_685	1358548	+	31	RNA	NA	NA	NA	0.0	[['motif_0', 30, 0.0014]]	1358550.0	1358558.0	9.0	11.0	antisense_685_ss.jpg
antisense_686	1358579	+	888	RNA	NA	NA	NA	-2.84286	[['motif_0', 30, 5.9499999999999996e-05]]	1358873.0	1358905.0	33.0	327.0	antisense_686_ss.jpg
antisense_687	1360327	+	888	RNA	RhoDep	1361055.0	1361133.0	-12.4929	[['motif_0', 7, 0.00267]]	1360327.0	1361283.0	957.0	957.0	antisense_687_ss.jpg
antisense_689	1370120	+	540	COD	NA	NA	NA	NA	[['motif_0', 28, 0.00011499999999999999]]	1370129.0	1370500.0	372.0	381.0	
antisense_694	1383016	+	888	RNA	RhoDep	1383371.0	1383449.0	-6.50714	NA	1383020.0	1383599.0	580.0	584.0	antisense_694_ss.jpg
antisense_695	1386158	+	888	RNA	Intrinsic	1387017.0	1387030.0	-10.0743	NA	1386757.0	1387030.0	274.0	873.0	antisense_695_ss.jpg
antisense_696	1397323	+	888	RNA	RhoDep	1397787.0	1397865.0	-8.00286	[['motif_0', 29, 8.37e-05]]	1397653.0	1398015.0	363.0	693.0	antisense_696_ss.jpg
antisense_697	1399085	+	888	RNA	RhoDep	1399753.0	1399831.0	-10.9286	[['motif_0', 28, 0.00477]]	1399092.0	1399981.0	890.0	897.0	antisense_697_ss.jpg
antisense_698	1408199	+	888	RNA	RhoDep	1408677.0	1408755.0	-8.17857	[['motif_0', 30, 0.005229999999999999]]	1408199.0	1408905.0	707.0	707.0	antisense_698_ss.jpg
antisense_699	1412528	+	384	COD	NA	NA	NA	NA	[['motif_0', 29, 0.00295]]	1412565.0	1412864.0	300.0	337.0	
antisense_700	1412912	+	888	COD	RhoDep	1412947.0	1413025.0	NA	[['motif_0', 29, 0.000609]]	1412919.0	1413175.0	257.0	264.0	
antisense_701	1414286	+	888	COD	RhoDep	1415152.0	1415230.0	NA	[['motif_0', 30, 0.000472]]	1414286.0	1415380.0	1095.0	1095.0	
antisense_702	1415455	+	246	RNA	RhoDep	1415498.0	1415576.0	-1.65714	[['motif_0', 20, 5.41e-06]]	1415484.0	1415726.0	243.0	272.0	antisense_702_ss.jpg
antisense_703	1415701	+	888	RNA	RhoDep	1416222.0	1416300.0	-8.67143	[['motif_0', 29, 1.67e-06]]	1415912.0	1416450.0	539.0	750.0	antisense_703_ss.jpg
antisense_704	1418911	+	688	COD	RhoDep	1419210.0	1419288.0	NA	NA	1419201.0	1419438.0	238.0	528.0	
antisense_705	1419599	+	888	RNA	RhoDep	1419989.0	1420067.0	-5.67643	[['motif_0', 28, 0.00175]]	1419978.0	1420217.0	240.0	619.0	antisense_705_ss.jpg
